"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
2767,280,62,70761,"Inside","1Story",7,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",655,878,1533,"GasA","TA","Y",1533,0,1533,1,0,2,0,2,"Gd",5,2,"Attchd",2,576,"TA","TA",200,54,0,0
2661,155,70,6300,"Corner","2.5Unf",7,6,1910,2005,"TA","TA","BrkTil","TA","TA","Unf",0,1226,1226,"GasA","Ex","Y",1226,878,2104,0,0,2,0,5,"TA",9,0,"Detchd",2,432,"Fa","TA",0,341,88,0
399,120.5,60,6960,"Inside","1Story",4,6,1970,1970,"TA","TA","CBlock","TA","TA","ALQ",375,250,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"Gd",5,0,"Detchd",2,660,"TA","TA",96,0,0,0
2435,230.5,106,11194,"Corner","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","Unf",0,1406,1406,"GasA","Ex","Y",1454,482,1936,0,0,2,1,3,"Gd",7,1,"Attchd",2,504,"TA","TA",188,124,0,0
1816,128,50,8012,"Inside","2Story",6,5,1980,1980,"TA","TA","CBlock","TA","TA","Unf",0,630,630,"GasA","Ex","Y",630,636,1266,0,0,1,1,2,"TA",5,2,"Attchd",1,283,"TA","TA",340,0,0,0
305,68.4,60,7500,"Inside","1.5Fin",4,4,1920,1950,"TA","Gd","CBlock","TA","TA","Unf",0,698,698,"GasA","TA","Y",698,430,1128,0,0,1,0,2,"TA",6,0,"Detchd",2,528,"TA","TA",30,0,164,0
595,143,80,9600,"Inside","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","Unf",0,1568,1568,"GasA","TA","Y",1568,0,1568,0,0,1,1,3,"TA",7,0,"Attchd",2,440,"TA","TA",160,40,0,0
2589,125,80,13600,"Inside","1Story",5,6,1955,1955,"TA","TA","CBlock","TA","TA","Rec",144,0,1056,"GasA","Gd","Y",1056,0,1056,1,0,1,1,3,"TA",6,0,"Attchd",1,300,"TA","TA",0,0,0,0
1053,385,114,14803,"Inside","1Story",10,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1636,442,2078,"GasA","Ex","Y",2084,0,2084,1,0,2,0,2,"Ex",7,1,"Attchd",3,1220,"TA","TA",188,45,0,0
327,83.5,0,1974,"Inside","2Story",4,5,1973,1973,"TA","TA","CBlock","TA","TA","BLQ",334,212,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd",1,286,"TA","TA",120,96,0,0
1134,192.5,67,12774,"FR2","2Story",7,5,2003,2004,"Gd","TA","PConc","Gd","TA","Unf",0,835,835,"GasA","Ex","Y",835,828,1663,0,0,2,1,3,"Gd",8,0,"Attchd",2,478,"TA","TA",168,68,0,0
2526,262.5,0,20781,"CulDSac","1Story",7,7,1968,2003,"TA","TA","CBlock","TA","TA","BLQ",297,1203,1568,"GasA","TA","Y",2156,0,2156,0,0,2,0,3,"TA",9,1,"Attchd",2,508,"Gd","TA",0,80,0,0
1423,229,85,10541,"Corner","SLvl",7,5,1996,1996,"Gd","TA","PConc","Gd","TA","Unf",0,672,672,"GasA","Ex","Y",1302,735,2037,0,0,2,1,3,"Gd",8,1,"Attchd",2,472,"TA","TA",100,33,0,0
1980,100,60,10800,"Inside","1Story",4,7,1885,1995,"TA","TA","BrkTil","Fa","TA","Unf",0,641,641,"GasA","Gd","Y",1047,0,1047,0,0,1,0,2,"TA",6,0,"Detchd",1,273,"Fa","Fa",0,0,0,0
1415,107.5,70,7000,"Inside","2Story",5,7,1910,1991,"TA","TA","CBlock","Gd","TA","GLQ",969,148,1117,"GasA","TA","Y",820,527,1347,1,0,1,0,3,"TA",5,0,"None",0,0,"None","None",85,0,148,0
2368,116,21,1890,"Inside","2Story",6,7,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",282,212,494,"GasA","Ex","Y",494,536,1030,0,0,1,1,3,"TA",6,0,"Detchd",1,264,"TA","TA",0,0,0,0
1578,167.5,73,9735,"Inside","SLvl",5,5,2006,2007,"TA","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Gd","Y",754,640,1394,0,0,2,1,3,"Gd",7,0,"BuiltIn",2,400,"TA","TA",100,0,0,0
1154,119.916,60,6360,"Inside","1Story",5,5,1963,1963,"TA","TA","CBlock","Gd","Gd","ALQ",489,375,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Attchd",1,276,"TA","TA",0,0,0,0
2637,107,57,9906,"Inside","2Story",4,4,1925,1950,"TA","TA","CBlock","TA","TA","Unf",0,686,686,"GasA","Fa","N",810,518,1328,0,0,1,0,3,"TA",8,0,"Detchd",1,210,"TA","TA",0,172,60,0
1529,231,54,7609,"Corner","2Story",8,9,1925,1997,"Gd","Gd","PConc","Fa","TA","ALQ",406,392,798,"GasA","Ex","Y",798,714,1512,1,0,2,0,3,"Gd",7,1,"Detchd",1,180,"TA","TA",85,16,41,0
79,125,50,7175,"Inside","1Story",6,5,1984,1984,"TA","TA","CBlock","Gd","TA","ALQ",623,0,744,"GasA","TA","Y",752,0,752,1,0,1,0,2,"TA",4,0,"Attchd",1,264,"TA","TA",353,0,0,90
153,109,68,7922,"Inside","1Story",5,7,1953,2007,"TA","Gd","CBlock","TA","TA","GLQ",731,326,1057,"GasA","TA","Y",1057,0,1057,1,0,1,0,3,"Gd",5,0,"Detchd",1,246,"TA","TA",0,52,0,0
307,55.993,66,8712,"Inside","1Story",5,5,1952,1952,"Fa","TA","CBlock","TA","TA","Unf",0,540,540,"GasA","TA","N",1044,0,1044,0,0,1,0,2,"Fa",4,0,"Basment",2,504,"TA","TA",0,0,0,0
1740,177.594,64,7713,"Inside","2Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",7,0,"Attchd",2,400,"TA","TA",100,24,0,0
222,154,0,8246,"Inside","1Story",5,8,1968,2001,"TA","Gd","CBlock","TA","TA","Rec",188,204,1060,"GasA","Ex","Y",1060,0,1060,1,0,1,0,3,"Gd",6,1,"Attchd",1,270,"TA","TA",406,90,0,0
2391,338.5,82,9942,"Inside","2Story",9,5,2005,2006,"Ex","TA","PConc","Ex","Gd","GLQ",1290,316,1606,"GasA","Ex","Y",1625,466,2091,1,0,2,1,3,"Ex",8,1,"Attchd",2,521,"TA","TA",194,84,0,0
620,128.9,80,9600,"Inside","1Story",5,6,1956,1956,"TA","TA","CBlock","TA","TA","Rec",504,546,1050,"GasA","Gd","Y",1050,0,1050,0,0,1,0,2,"TA",5,0,"Attchd",1,338,"TA","TA",0,0,0,0
2520,188,36,3640,"CulDSac","1Story",8,5,1980,1980,"Gd","TA","CBlock","Gd","TA","GLQ",860,176,1036,"GasA","TA","Y",1036,0,1036,1,0,1,0,1,"Gd",4,1,"Detchd",2,484,"TA","TA",133,108,0,0
2257,330,0,9763,"Inside","1Story",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",1102,328,1502,"GasA","Ex","Y",1502,0,1502,1,0,1,1,1,"Gd",5,1,"Attchd",1,286,"TA","TA",0,0,0,0
1643,455,81,13870,"Inside","1Story",10,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1152,590,1742,"GasA","Ex","Y",2042,0,2042,1,0,2,0,3,"Ex",8,1,"Attchd",3,724,"TA","TA",240,52,0,174
1461,274,0,9720,"CulDSac","2Story",9,5,2001,2002,"Gd","TA","PConc","Gd","TA","GLQ",1194,163,1357,"GasA","Ex","Y",1366,581,1947,1,0,2,1,3,"Gd",7,1,"BuiltIn",3,725,"TA","TA",168,116,0,0
2898,250,0,11170,"Corner","2Story",7,5,1990,1991,"TA","TA","Wood","Gd","TA","LwQ",1216,0,1216,"GasA","Ex","Y",1298,1216,2514,0,0,2,1,4,"TA",8,0,"Attchd",2,693,"TA","TA",0,0,0,0
537,193,96,10628,"Corner","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,835,835,"GasA","Ex","Y",871,941,1812,0,0,2,1,3,"Gd",8,0,"BuiltIn",2,478,"TA","TA",146,91,0,0
2413,169.985,65,10237,"Inside","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,738,738,"GasA","Ex","Y",738,754,1492,0,0,2,1,3,"Gd",8,0,"Attchd",2,440,"TA","TA",0,32,0,0
2617,157.5,86,11650,"Corner","1Story",7,5,1959,1959,"TA","TA","Slab","None","None","None",0,0,0,"GasA","Gd","Y",1472,0,1472,0,0,2,0,2,"Gd",5,1,"Attchd",2,484,"TA","TA",0,68,0,227
2282,143,100,25000,"Inside","1Story",5,4,1967,1967,"TA","TA","CBlock","TA","TA","Unf",0,1632,1632,"GasA","TA","Y",1632,0,1632,0,0,2,0,4,"TA",8,0,"Attchd",2,576,"TA","TA",0,0,0,0
276,100,75,9825,"Inside","1Story",5,5,1965,1965,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","TA","N",1664,0,1664,0,0,2,0,4,"TA",8,0,"None",0,0,"None","None",0,0,0,0
28,115,70,10500,"FR2","1Story",4,5,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",432,432,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,1,"None",0,0,"None","None",0,0,0,0
1564,300,0,23730,"Inside","1Story",7,5,1996,1997,"Gd","TA","PConc","Ex","TA","GLQ",700,1140,1840,"GasA","Ex","Y",2032,0,2032,1,0,3,0,3,"Gd",7,0,"Attchd",3,786,"TA","TA",0,46,192,0
2776,214,78,10264,"Inside","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","ALQ",1162,426,1588,"GasA","Ex","Y",1588,0,1588,0,0,2,0,3,"Gd",6,0,"Attchd",2,472,"TA","TA",158,29,0,0
1928,163.5,0,12155,"Inside","1Story",6,3,1970,1970,"TA","TA","CBlock","Gd","TA","LwQ",1237,420,1657,"GasA","Gd","Y",1657,0,1657,0,1,2,0,3,"TA",7,1,"Attchd",2,484,"TA","TA",0,0,0,147
1623,180,0,8637,"Inside","2Story",6,5,1999,2000,"TA","TA","PConc","Gd","TA","ALQ",871,52,923,"GasA","Gd","Y",947,767,1714,1,0,2,1,3,"TA",7,1,"Attchd",2,451,"TA","TA",256,48,0,0
2896,176,54,13811,"Inside","1Story",6,6,1987,1987,"TA","TA","CBlock","Gd","Gd","GLQ",980,92,1112,"GasA","Gd","Y",1137,0,1137,1,0,2,0,2,"Gd",5,1,"Attchd",2,551,"TA","TA",125,0,0,0
